Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Flags
TCP,10.0.2.5,5560,10.0.2.4,38183,AR
TCP,10.0.2.5,144,10.0.2.4,38183,AR
TCP,10.0.2.5,32,10.0.2.4,38183,AR
TCP,10.0.2.5,2366,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,54328,S
TCP,10.0.2.4,38183,10.0.2.5,5009,S
TCP,10.0.2.4,38183,10.0.2.5,2998,S
TCP,10.0.2.4,38183,10.0.2.5,49157,S
TCP,10.0.2.4,38183,10.0.2.5,16001,S
TCP,10.0.2.5,5961,10.0.2.4,38183,AR
TCP,10.0.2.5,4000,10.0.2.4,38183,AR
TCP,10.0.2.5,8084,10.0.2.4,38183,AR
TCP,10.0.2.5,1060,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,6646,S
TCP,10.0.2.5,1096,10.0.2.4,38183,AR
TCP,10.0.2.5,700,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,4242,S
TCP,10.0.2.4,38183,10.0.2.5,5998,S
TCP,10.0.2.4,38183,10.0.2.5,9110,S
TCP,10.0.2.4,38183,10.0.2.5,3300,S
TCP,10.0.2.5,54328,10.0.2.4,38183,AR
TCP,10.0.2.5,5009,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1059,S
TCP,10.0.2.4,38183,10.0.2.5,6101,S
TCP,10.0.2.4,38183,10.0.2.5,5054,S
TCP,10.0.2.4,38183,10.0.2.5,1169,S
TCP,10.0.2.5,2998,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1503,S
TCP,10.0.2.5,49157,10.0.2.4,38183,AR
TCP,10.0.2.5,16001,10.0.2.4,38183,AR
TCP,10.0.2.5,6646,10.0.2.4,38183,AR
TCP,10.0.2.5,4242,10.0.2.4,38183,AR
TCP,10.0.2.5,5998,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,3367,S
TCP,10.0.2.4,38183,10.0.2.5,6000,S
TCP,10.0.2.4,38183,10.0.2.5,1123,S
TCP,10.0.2.4,38183,10.0.2.5,1053,S
TCP,10.0.2.5,9110,10.0.2.4,38183,AR
TCP,10.0.2.5,3300,10.0.2.4,38183,AR
TCP,10.0.2.5,1059,10.0.2.4,38183,AR
TCP,10.0.2.5,6101,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,2030,S
TCP,10.0.2.4,38183,10.0.2.5,9575,S
TCP,10.0.2.4,38183,10.0.2.5,2010,S
TCP,10.0.2.4,38183,10.0.2.5,2604,S
TCP,10.0.2.4,38183,10.0.2.5,2107,S
TCP,10.0.2.5,5054,10.0.2.4,38183,AR
TCP,10.0.2.5,1169,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,4449,S
TCP,10.0.2.5,1503,10.0.2.4,38183,AR
TCP,10.0.2.5,3367,10.0.2.4,38183,AR
TCP,10.0.2.5,6000,10.0.2.4,38183,AR
TCP,10.0.2.5,1123,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1035,S
TCP,10.0.2.4,38183,10.0.2.5,49159,S
TCP,10.0.2.4,38183,10.0.2.5,3905,S
TCP,10.0.2.4,38183,10.0.2.5,13722,S
TCP,10.0.2.5,1053,10.0.2.4,38183,AR
TCP,10.0.2.5,2030,10.0.2.4,38183,AR
TCP,10.0.2.5,9575,10.0.2.4,38183,AR
TCP,10.0.2.5,2010,10.0.2.4,38183,AR
TCP,10.0.2.5,2604,10.0.2.4,38183,AR
TCP,10.0.2.5,2107,10.0.2.4,38183,AR
TCP,10.0.2.5,4449,10.0.2.4,38183,AR
TCP,10.0.2.5,1035,10.0.2.4,38183,AR
TCP,10.0.2.5,49159,10.0.2.4,38183,AR
TCP,10.0.2.5,3905,10.0.2.4,38183,AR
TCP,10.0.2.5,13722,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,5087,S
TCP,10.0.2.4,38183,10.0.2.5,1051,S
TCP,10.0.2.4,38183,10.0.2.5,777,S
TCP,10.0.2.4,38183,10.0.2.5,4444,S
TCP,10.0.2.4,38183,10.0.2.5,5190,S
TCP,10.0.2.4,38183,10.0.2.5,5862,S
TCP,10.0.2.4,38183,10.0.2.5,18988,S
TCP,10.0.2.4,38183,10.0.2.5,222,S
TCP,10.0.2.5,5087,10.0.2.4,38183,AR
TCP,10.0.2.5,1051,10.0.2.4,38183,AR
TCP,10.0.2.5,777,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1100,S
TCP,10.0.2.4,38183,10.0.2.5,6788,S
TCP,10.0.2.4,38183,10.0.2.5,35500,S
TCP,10.0.2.4,38183,10.0.2.5,255,S
TCP,10.0.2.4,38183,10.0.2.5,1805,S
TCP,10.0.2.5,4444,10.0.2.4,38183,AR
TCP,10.0.2.5,5190,10.0.2.4,38183,AR
TCP,10.0.2.5,5862,10.0.2.4,38183,AR
TCP,10.0.2.5,18988,10.0.2.4,38183,AR
TCP,10.0.2.5,222,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,9080,S
TCP,10.0.2.4,38183,10.0.2.5,20828,S
TCP,10.0.2.4,38183,10.0.2.5,32785,S
TCP,10.0.2.4,38183,10.0.2.5,2557,S
TCP,10.0.2.5,1100,10.0.2.4,38183,AR
TCP,10.0.2.5,6788,10.0.2.4,38183,AR
TCP,10.0.2.5,35500,10.0.2.4,38183,AR
TCP,10.0.2.5,255,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,406,S
TCP,10.0.2.4,38183,10.0.2.5,43,S
TCP,10.0.2.4,38183,10.0.2.5,3920,S
TCP,10.0.2.4,38183,10.0.2.5,4125,S
TCP,10.0.2.5,1805,10.0.2.4,38183,AR
TCP,10.0.2.5,9080,10.0.2.4,38183,AR
TCP,10.0.2.5,20828,10.0.2.4,38183,AR
TCP,10.0.2.5,32785,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,6129,S
TCP,10.0.2.4,38183,10.0.2.5,1198,S
TCP,10.0.2.4,38183,10.0.2.5,2608,S
TCP,10.0.2.4,38183,10.0.2.5,1083,S
TCP,10.0.2.4,38183,10.0.2.5,1113,S
TCP,10.0.2.5,2557,10.0.2.4,38183,AR
TCP,10.0.2.5,406,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,11967,S
TCP,10.0.2.4,38183,10.0.2.5,50001,S
TCP,10.0.2.4,38183,10.0.2.5,10024,S
TCP,10.0.2.4,38183,10.0.2.5,100,S
TCP,10.0.2.4,38183,10.0.2.5,163,S
TCP,10.0.2.5,43,10.0.2.4,38183,AR
TCP,10.0.2.5,3920,10.0.2.4,38183,AR
TCP,10.0.2.5,4125,10.0.2.4,38183,AR
TCP,10.0.2.5,6129,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,8088,S
TCP,10.0.2.5,1198,10.0.2.4,38183,AR
TCP,10.0.2.5,2608,10.0.2.4,38183,AR
TCP,10.0.2.5,1083,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,8290,S
TCP,10.0.2.4,38183,10.0.2.5,9220,S
TCP,10.0.2.4,38183,10.0.2.5,1501,S
TCP,10.0.2.4,38183,10.0.2.5,5911,S
TCP,10.0.2.5,1113,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,3283,S
TCP,10.0.2.5,11967,10.0.2.4,38183,AR
TCP,10.0.2.5,50001,10.0.2.4,38183,AR
TCP,10.0.2.5,10024,10.0.2.4,38183,AR
TCP,10.0.2.5,100,10.0.2.4,38183,AR
TCP,10.0.2.5,163,10.0.2.4,38183,AR
TCP,10.0.2.5,8088,10.0.2.4,38183,AR
TCP,10.0.2.5,8290,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,4045,S
TCP,10.0.2.4,38183,10.0.2.5,2009,S
TCP,10.0.2.4,38183,10.0.2.5,8192,S
TCP,10.0.2.4,38183,10.0.2.5,50006,S
TCP,10.0.2.4,38183,10.0.2.5,8292,S
TCP,10.0.2.4,38183,10.0.2.5,2717,S
TCP,10.0.2.4,38183,10.0.2.5,9009,S
TCP,10.0.2.5,9220,10.0.2.4,38183,AR
TCP,10.0.2.5,1501,10.0.2.4,38183,AR
TCP,10.0.2.5,5911,10.0.2.4,38183,AR
TCP,10.0.2.5,3283,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,545,S
TCP,10.0.2.5,4045,10.0.2.4,38183,AR
TCP,10.0.2.5,2009,10.0.2.4,38183,AR
TCP,10.0.2.5,8192,10.0.2.4,38183,AR
TCP,10.0.2.5,50006,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,34571,S
TCP,10.0.2.4,38183,10.0.2.5,2701,S
TCP,10.0.2.4,38183,10.0.2.5,2040,S
TCP,10.0.2.5,8292,10.0.2.4,38183,AR
TCP,10.0.2.5,2717,10.0.2.4,38183,AR
TCP,10.0.2.5,9009,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1186,S
TCP,10.0.2.4,38183,10.0.2.5,5431,S
TCP,10.0.2.5,545,10.0.2.4,38183,AR
TCP,10.0.2.5,34571,10.0.2.4,38183,AR
TCP,10.0.2.5,2701,10.0.2.4,38183,AR
TCP,10.0.2.5,2040,10.0.2.4,38183,AR
TCP,10.0.2.5,1186,10.0.2.4,38183,AR
TCP,10.0.2.5,5431,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1984,S
TCP,10.0.2.4,38183,10.0.2.5,32778,S
TCP,10.0.2.4,38183,10.0.2.5,32769,S
TCP,10.0.2.4,38183,10.0.2.5,1000,S
TCP,10.0.2.4,38183,10.0.2.5,37,S
TCP,10.0.2.4,38183,10.0.2.5,61900,S
TCP,10.0.2.4,38183,10.0.2.5,1110,S
TCP,10.0.2.4,38183,10.0.2.5,25734,S
TCP,10.0.2.5,1984,10.0.2.4,38183,AR
TCP,10.0.2.5,32778,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,2022,S
TCP,10.0.2.4,38183,10.0.2.5,52822,S
TCP,10.0.2.4,38183,10.0.2.5,10025,S
TCP,10.0.2.4,38183,10.0.2.5,563,S
TCP,10.0.2.4,38183,10.0.2.5,5033,S
TCP,10.0.2.4,38183,10.0.2.5,5915,S
TCP,10.0.2.5,32769,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,631,S
TCP,10.0.2.5,1000,10.0.2.4,38183,AR
TCP,10.0.2.5,37,10.0.2.4,38183,AR
TCP,10.0.2.5,61900,10.0.2.4,38183,AR
TCP,10.0.2.5,1110,10.0.2.4,38183,AR
TCP,10.0.2.5,25734,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1124,S
TCP,10.0.2.4,38183,10.0.2.5,1094,S
TCP,10.0.2.4,38183,10.0.2.5,2049,S
TCP,10.0.2.4,38183,10.0.2.5,8021,S
TCP,10.0.2.4,38183,10.0.2.5,6346,S
TCP,10.0.2.4,38183,10.0.2.5,3814,S
TCP,10.0.2.5,2022,10.0.2.4,38183,AR
TCP,10.0.2.5,52822,10.0.2.4,38183,AR
TCP,10.0.2.5,10025,10.0.2.4,38183,AR
TCP,10.0.2.5,563,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,8011,S
TCP,10.0.2.5,5033,10.0.2.4,38183,AR
TCP,10.0.2.5,5915,10.0.2.4,38183,AR
TCP,10.0.2.5,631,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,3128,S
TCP,10.0.2.4,38183,10.0.2.5,7920,S
TCP,10.0.2.4,38183,10.0.2.5,119,S
TCP,10.0.2.4,38183,10.0.2.5,7004,S
TCP,10.0.2.4,38183,10.0.2.5,2394,S
TCP,10.0.2.5,1124,10.0.2.4,38183,AR
TCP,10.0.2.5,1094,10.0.2.4,38183,AR
TCP,10.0.2.5,2049,10.0.2.4,38183,AR
TCP,10.0.2.5,8021,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,8085,S
TCP,10.0.2.4,38183,10.0.2.5,32772,S
TCP,10.0.2.4,38183,10.0.2.5,1461,S
TCP,10.0.2.4,38183,10.0.2.5,1443,S
TCP,10.0.2.4,38183,10.0.2.5,5922,S
TCP,10.0.2.5,6346,10.0.2.4,38183,AR
TCP,10.0.2.5,3814,10.0.2.4,38183,AR
TCP,10.0.2.5,8011,10.0.2.4,38183,AR
TCP,10.0.2.5,3128,10.0.2.4,38183,AR
TCP,10.0.2.5,7920,10.0.2.4,38183,AR
TCP,10.0.2.5,119,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,7778,S
TCP,10.0.2.4,38183,10.0.2.5,34573,S
TCP,10.0.2.4,38183,10.0.2.5,6668,S
TCP,10.0.2.4,38183,10.0.2.5,1041,S
TCP,10.0.2.5,7004,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,32781,S
TCP,10.0.2.5,2394,10.0.2.4,38183,AR
TCP,10.0.2.5,8085,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,7019,S
TCP,10.0.2.4,38183,10.0.2.5,3325,S
TCP,10.0.2.4,38183,10.0.2.5,7007,S
TCP,10.0.2.5,32772,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,49,S
TCP,10.0.2.5,1461,10.0.2.4,38183,AR
TCP,10.0.2.5,1443,10.0.2.4,38183,AR
TCP,10.0.2.5,5922,10.0.2.4,38183,AR
TCP,10.0.2.5,7778,10.0.2.4,38183,AR
TCP,10.0.2.5,34573,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,10010,S
TCP,10.0.2.4,38183,10.0.2.5,2910,S
TCP,10.0.2.4,38183,10.0.2.5,5962,S
TCP,10.0.2.4,38183,10.0.2.5,1658,S
TCP,10.0.2.4,38183,10.0.2.5,1247,S
TCP,10.0.2.4,38183,10.0.2.5,2710,S
TCP,10.0.2.4,38183,10.0.2.5,1007,S
TCP,10.0.2.4,38183,10.0.2.5,464,S
TCP,10.0.2.5,6668,10.0.2.4,38183,AR
TCP,10.0.2.5,1041,10.0.2.4,38183,AR
TCP,10.0.2.5,32781,10.0.2.4,38183,AR
TCP,10.0.2.5,7019,10.0.2.4,38183,AR
TCP,10.0.2.5,3325,10.0.2.4,38183,AR
TCP,10.0.2.5,7007,10.0.2.4,38183,AR
TCP,10.0.2.5,49,10.0.2.4,38183,AR
TCP,10.0.2.5,10010,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1085,S
TCP,10.0.2.5,2910,10.0.2.4,38183,AR
TCP,10.0.2.5,5962,10.0.2.4,38183,AR
TCP,10.0.2.5,1658,10.0.2.4,38183,AR
TCP,10.0.2.5,1247,10.0.2.4,38183,AR
TCP,10.0.2.5,2710,10.0.2.4,38183,AR
TCP,10.0.2.5,1007,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1311,S
TCP,10.0.2.4,38183,10.0.2.5,52848,S
TCP,10.0.2.4,38183,10.0.2.5,9618,S
TCP,10.0.2.5,464,10.0.2.4,38183,AR
TCP,10.0.2.5,1085,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1533,S
TCP,10.0.2.4,38183,10.0.2.5,720,S
TCP,10.0.2.4,38183,10.0.2.5,64623,S
TCP,10.0.2.4,38183,10.0.2.5,85,S
TCP,10.0.2.4,38183,10.0.2.5,5989,S
TCP,10.0.2.5,1311,10.0.2.4,38183,AR
TCP,10.0.2.5,52848,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1087,S
TCP,10.0.2.4,38183,10.0.2.5,161,S
TCP,10.0.2.4,38183,10.0.2.5,19283,S
TCP,10.0.2.4,38183,10.0.2.5,1141,S
TCP,10.0.2.4,38183,10.0.2.5,6100,S
TCP,10.0.2.5,9618,10.0.2.4,38183,AR
TCP,10.0.2.5,1533,10.0.2.4,38183,AR
TCP,10.0.2.5,720,10.0.2.4,38183,AR
TCP,10.0.2.5,64623,10.0.2.4,38183,AR
TCP,10.0.2.5,85,10.0.2.4,38183,AR
TCP,10.0.2.5,5989,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,3766,S
TCP,10.0.2.4,38183,10.0.2.5,8083,S
TCP,10.0.2.4,38183,10.0.2.5,3030,S
TCP,10.0.2.4,38183,10.0.2.5,1972,S
TCP,10.0.2.4,38183,10.0.2.5,1840,S
TCP,10.0.2.5,1087,10.0.2.4,38183,AR
TCP,10.0.2.5,161,10.0.2.4,38183,AR
TCP,10.0.2.5,19283,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,10003,S
TCP,10.0.2.5,1141,10.0.2.4,38183,AR
TCP,10.0.2.5,6100,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,543,S
TCP,10.0.2.4,38183,10.0.2.5,1199,S
TCP,10.0.2.4,38183,10.0.2.5,902,S
TCP,10.0.2.4,38183,10.0.2.5,8194,S
TCP,10.0.2.4,38183,10.0.2.5,340,S
TCP,10.0.2.4,38183,10.0.2.5,901,S
TCP,10.0.2.5,3766,10.0.2.4,38183,AR
TCP,10.0.2.5,8083,10.0.2.4,38183,AR
TCP,10.0.2.5,3030,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,13,S
TCP,10.0.2.5,1972,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,31337,S
TCP,10.0.2.4,38183,10.0.2.5,146,S
TCP,10.0.2.4,38183,10.0.2.5,44501,S
TCP,10.0.2.4,38183,10.0.2.5,56737,S
TCP,10.0.2.4,38183,10.0.2.5,1071,S
TCP,10.0.2.4,38183,10.0.2.5,3001,S
TCP,10.0.2.4,38183,10.0.2.5,1864,S
TCP,10.0.2.5,1840,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,666,S
TCP,10.0.2.5,10003,10.0.2.4,38183,AR
TCP,10.0.2.5,543,10.0.2.4,38183,AR
TCP,10.0.2.5,1199,10.0.2.4,38183,AR
TCP,10.0.2.5,902,10.0.2.4,38183,AR
TCP,10.0.2.5,8194,10.0.2.4,38183,AR
TCP,10.0.2.5,340,10.0.2.4,38183,AR
TCP,10.0.2.5,901,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,16018,S
TCP,10.0.2.4,38183,10.0.2.5,3005,S
TCP,10.0.2.4,38183,10.0.2.5,14238,S
TCP,10.0.2.5,13,10.0.2.4,38183,AR
TCP,10.0.2.5,31337,10.0.2.4,38183,AR
TCP,10.0.2.5,146,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,6,S
TCP,10.0.2.4,38183,10.0.2.5,5357,S
TCP,10.0.2.4,38183,10.0.2.5,4567,S
TCP,10.0.2.4,38183,10.0.2.5,5963,S
TCP,10.0.2.4,38183,10.0.2.5,10626,S
TCP,10.0.2.4,38183,10.0.2.5,987,S
TCP,10.0.2.5,44501,10.0.2.4,38183,AR
TCP,10.0.2.5,56737,10.0.2.4,38183,AR
TCP,10.0.2.5,1071,10.0.2.4,38183,AR
TCP,10.0.2.5,3001,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,5822,S
TCP,10.0.2.4,38183,10.0.2.5,3703,S
TCP,10.0.2.4,38183,10.0.2.5,1022,S
TCP,10.0.2.4,38183,10.0.2.5,6666,S
TCP,10.0.2.4,38183,10.0.2.5,6792,S
TCP,10.0.2.4,38183,10.0.2.5,49152,S
TCP,10.0.2.5,1864,10.0.2.4,38183,AR
TCP,10.0.2.5,666,10.0.2.4,38183,AR
TCP,10.0.2.5,16018,10.0.2.4,38183,AR
TCP,10.0.2.5,3005,10.0.2.4,38183,AR
TCP,10.0.2.5,14238,10.0.2.4,38183,AR
TCP,10.0.2.5,6,10.0.2.4,38183,AR
TCP,10.0.2.5,5357,10.0.2.4,38183,AR
TCP,10.0.2.5,4567,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,5800,S
TCP,10.0.2.5,5963,10.0.2.4,38183,AR
TCP,10.0.2.5,10626,10.0.2.4,38183,AR
TCP,10.0.2.5,987,10.0.2.4,38183,AR
TCP,10.0.2.5,5822,10.0.2.4,38183,AR
TCP,10.0.2.5,3703,10.0.2.4,38183,AR
TCP,10.0.2.5,1022,10.0.2.4,38183,AR
TCP,10.0.2.5,6666,10.0.2.4,38183,AR
TCP,10.0.2.5,6792,10.0.2.4,38183,AR
TCP,10.0.2.5,49152,10.0.2.4,38183,AR
TCP,10.0.2.5,5800,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,264,S
TCP,10.0.2.4,38183,10.0.2.5,2811,S
TCP,10.0.2.4,38183,10.0.2.5,5004,S
TCP,10.0.2.4,38183,10.0.2.5,3878,S
TCP,10.0.2.4,38183,10.0.2.5,5051,S
TCP,10.0.2.4,38183,10.0.2.5,1105,S
TCP,10.0.2.4,38183,10.0.2.5,6969,S
TCP,10.0.2.4,38183,10.0.2.5,1192,S
TCP,10.0.2.4,38183,10.0.2.5,6543,S
TCP,10.0.2.4,38183,10.0.2.5,2001,S
TCP,10.0.2.4,38183,10.0.2.5,2383,S
TCP,10.0.2.4,38183,10.0.2.5,2401,S
TCP,10.0.2.4,38183,10.0.2.5,33899,S
TCP,10.0.2.5,264,10.0.2.4,38183,AR
TCP,10.0.2.5,2811,10.0.2.4,38183,AR
TCP,10.0.2.5,5004,10.0.2.4,38183,AR
TCP,10.0.2.5,3878,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,3826,S
TCP,10.0.2.4,38183,10.0.2.5,2869,S
TCP,10.0.2.5,5051,10.0.2.4,38183,AR
TCP,10.0.2.5,1105,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,10002,S
TCP,10.0.2.5,6969,10.0.2.4,38183,AR
TCP,10.0.2.5,1192,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,16016,S
TCP,10.0.2.4,38183,10.0.2.5,7627,S
TCP,10.0.2.5,6543,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,6779,S
TCP,10.0.2.5,2001,10.0.2.4,38183,AR
TCP,10.0.2.5,2383,10.0.2.4,38183,AR
TCP,10.0.2.5,2401,10.0.2.4,38183,AR
TCP,10.0.2.5,33899,10.0.2.4,38183,AR
TCP,10.0.2.5,3826,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,311,S
TCP,10.0.2.4,38183,10.0.2.5,1947,S
TCP,10.0.2.4,38183,10.0.2.5,9666,S
TCP,10.0.2.4,38183,10.0.2.5,912,S
TCP,10.0.2.5,2869,10.0.2.4,38183,AR
TCP,10.0.2.5,10002,10.0.2.4,38183,AR
TCP,10.0.2.5,16016,10.0.2.4,38183,AR
TCP,10.0.2.5,7627,10.0.2.4,38183,AR
TCP,10.0.2.5,6779,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,3071,S
TCP,10.0.2.4,38183,10.0.2.5,1900,S
TCP,10.0.2.4,38183,10.0.2.5,2144,S
TCP,10.0.2.4,38183,10.0.2.5,2601,S
TCP,10.0.2.4,38183,10.0.2.5,1138,S
TCP,10.0.2.5,311,10.0.2.4,38183,AR
TCP,10.0.2.5,1947,10.0.2.4,38183,AR
TCP,10.0.2.5,9666,10.0.2.4,38183,AR
TCP,10.0.2.5,912,10.0.2.4,38183,AR
TCP,10.0.2.5,3071,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1043,S
TCP,10.0.2.4,38183,10.0.2.5,990,S
TCP,10.0.2.5,1900,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1086,S
TCP,10.0.2.4,38183,10.0.2.5,4998,S
TCP,10.0.2.5,2144,10.0.2.4,38183,AR
TCP,10.0.2.5,2601,10.0.2.4,38183,AR
TCP,10.0.2.5,1138,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1717,S
TCP,10.0.2.4,38183,10.0.2.5,512,S
TCP,10.0.2.4,38183,10.0.2.5,9200,S
TCP,10.0.2.5,1043,10.0.2.4,38183,AR
TCP,10.0.2.5,990,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,6106,S
TCP,10.0.2.4,38183,10.0.2.5,714,S
TCP,10.0.2.4,38183,10.0.2.5,4005,S
TCP,10.0.2.4,38183,10.0.2.5,50003,S
TCP,10.0.2.5,1086,10.0.2.4,38183,AR
TCP,10.0.2.5,4998,10.0.2.4,38183,AR
TCP,10.0.2.5,1717,10.0.2.4,38183,AR
TCP,10.0.2.5,512,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,6002,S
TCP,10.0.2.4,38183,10.0.2.5,32773,S
TCP,10.0.2.4,38183,10.0.2.5,1054,S
TCP,10.0.2.4,38183,10.0.2.5,1334,S
TCP,10.0.2.5,9200,10.0.2.4,38183,AR
TCP,10.0.2.5,6106,10.0.2.4,38183,AR
TCP,10.0.2.5,714,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,70,S
TCP,10.0.2.4,38183,10.0.2.5,1090,S
TCP,10.0.2.4,38183,10.0.2.5,3052,S
TCP,10.0.2.4,38183,10.0.2.5,79,S
TCP,10.0.2.5,4005,10.0.2.4,38183,AR
TCP,10.0.2.5,50003,10.0.2.4,38183,AR
TCP,10.0.2.5,6002,10.0.2.4,38183,AR
TCP,10.0.2.5,32773,10.0.2.4,38183,AR
TCP,10.0.2.5,1054,10.0.2.4,38183,AR
TCP,10.0.2.5,1334,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,20221,S
TCP,10.0.2.4,38183,10.0.2.5,13783,S
TCP,10.0.2.4,38183,10.0.2.5,50500,S
TCP,10.0.2.5,70,10.0.2.4,38183,AR
TCP,10.0.2.5,1090,10.0.2.4,38183,AR
TCP,10.0.2.5,3052,10.0.2.4,38183,AR
TCP,10.0.2.5,79,10.0.2.4,38183,AR
TCP,10.0.2.5,20221,10.0.2.4,38183,AR
TCP,10.0.2.5,13783,10.0.2.4,38183,AR
TCP,10.0.2.5,50500,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,6001,S
TCP,10.0.2.4,38183,10.0.2.5,65000,S
TCP,10.0.2.4,38183,10.0.2.5,44443,S
TCP,10.0.2.4,38183,10.0.2.5,9290,S
TCP,10.0.2.4,38183,10.0.2.5,6502,S
TCP,10.0.2.4,38183,10.0.2.5,1011,S
TCP,10.0.2.4,38183,10.0.2.5,513,S
TCP,10.0.2.5,6001,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,1217,S
TCP,10.0.2.5,65000,10.0.2.4,38183,AR
TCP,10.0.2.5,44443,10.0.2.4,38183,AR
TCP,10.0.2.5,9290,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,55600,S
TCP,10.0.2.4,38183,10.0.2.5,259,S
TCP,10.0.2.4,38183,10.0.2.5,2196,S
TCP,10.0.2.4,38183,10.0.2.5,444,S
TCP,10.0.2.4,38183,10.0.2.5,2718,S
TCP,10.0.2.5,6502,10.0.2.4,38183,AR
TCP,10.0.2.5,1011,10.0.2.4,38183,AR
TCP,10.0.2.5,513,10.0.2.4,38183,AR
TCP,10.0.2.4,38183,10.0.2.5,3869,S
TCP,10.0.2.4,38183,10.0.2.5,1032,S
TCP,10.0.2.4,38183,10.0.2.5,8994,S
TCP,10.0.2.4,38183,10.0.2.5,32782,S
